Date,Season,HomeTeam,AwayTeam,diff_avg_points,diff_avg_goals_scored,diff_avg_goals_conceded,diff_win_rate,diff_table_position,diff_cumul_points,diff_points_per_game,diff_days_rest,home_attack_vs_away_defense,away_attack_vs_home_defense,home_avg_goals_scored,home_avg_goals_conceded,home_win_rate,home_clean_sheet_rate,home_table_position,away_avg_goals_scored,away_avg_goals_conceded,away_win_rate,away_clean_sheet_rate,away_table_position,home_matchday,FTR,B365H,B365D,B365A
2023-04-26,2022-23,Getafe,Almeria,0.0,-0.7999999999999999,-0.6000000000000001,0.0,-2.0,1.0,0.03333333333333344,-1.0,-1.0,0.3999999999999999,0.6,1.0,0.2,0.6,16.0,1.4,1.6,0.2,0.0,18.0,31,A,1.91,3.3,4.5
2023-05-03,2022-23,Getafe,Celta,-0.6000000000000001,-0.4,0.0,-0.2,5.0,-8.0,-0.25,0.0,-1.2000000000000002,-0.8,0.4,1.6,0.0,0.2,18.0,0.8,1.6,0.2,0.2,13.0,33,H,2.55,3.0,3.1
2023-05-20,2022-23,Getafe,Elche,-0.6,-0.6,0.3999999999999999,-0.2,-2.0,15.0,0.4411764705882353,1.0,-0.4,-0.19999999999999996,0.6,1.4,0.2,0.2,18.0,1.2,1.0,0.4,0.4,20.0,35,D,1.5,4.0,7.0
2023-05-28,2022-23,Getafe,Osasuna,0.19999999999999996,-0.4,-0.7999999999999999,0.0,8.0,-12.0,-0.33333333333333326,1.0,-0.7999999999999999,0.4,0.6,0.6,0.4,0.4,16.0,1.0,1.4,0.4,0.2,8.0,37,H,2.2,3.1,3.5
2023-08-13,2023-24,Getafe,Barcelona,0.40000000000000013,-1.2,-1.2000000000000002,0.0,3.0,0.0,0.0,0.0,-1.0,1.4,0.8,0.6,0.4,0.4,11.0,2.0,1.8,0.4,0.2,8.0,1,D,6.5,3.8,1.57
2023-08-28,2023-24,Getafe,Alaves,0.40000000000000013,-0.7999999999999999,-1.0,0.0,7.0,-2.0,-1.0,1.0,-1.2000000000000002,0.5999999999999999,0.6,0.8,0.4,0.6,18.0,1.4,1.8,0.4,0.0,11.0,3,H,2.2,2.88,3.8
2023-09-17,2023-24,Getafe,Osasuna,-0.8,-0.9999999999999999,-0.19999999999999996,-0.39999999999999997,4.0,-2.0,-0.5,1.0,-0.7999999999999999,0.3999999999999999,0.4,1.0,0.2,0.6,15.0,1.4,1.2,0.6,0.2,11.0,5,H,2.63,3.0,3.0
2023-09-30,2023-24,Getafe,Villarreal,0.5999999999999999,0.3999999999999999,-0.20000000000000018,0.2,-2.0,1.0,0.1428571428571428,0.0,-0.20000000000000018,-0.3999999999999999,2.0,2.0,0.4,0.2,11.0,1.6,2.2,0.2,0.0,13.0,8,D,2.9,3.1,2.6
2023-10-21,2023-24,Getafe,Betis,0.0,0.8,0.3999999999999999,0.0,4.0,-3.0,-0.33333333333333326,0.0,0.3999999999999999,-0.8,2.0,2.0,0.2,0.2,12.0,1.2,1.6,0.2,0.2,8.0,10,D,2.5,3.0,3.1
2023-11-06,2023-24,Getafe,Cadiz,0.6,0.19999999999999996,-0.6000000000000001,0.0,-4.0,2.0,0.18181818181818177,0.0,-0.6000000000000001,-0.19999999999999996,1.0,1.0,0.0,0.4,12.0,0.8,1.6,0.0,0.2,16.0,12,H,1.91,3.1,4.75
2023-11-25,2023-24,Getafe,Almeria,1.4,0.19999999999999996,-1.9999999999999998,0.2,-9.0,13.0,1.0,0.0,-1.7999999999999998,0.0,1.0,0.8,0.2,0.4,11.0,0.8,2.8,0.0,0.0,20.0,14,H,1.65,3.75,5.5
2023-12-08,2023-24,Getafe,Valencia,0.6000000000000001,-0.19999999999999996,-1.0,0.2,1.0,0.0,0.0,1.0,-1.0,0.19999999999999996,0.8,0.8,0.4,0.4,10.0,1.0,1.8,0.2,0.4,9.0,16,H,2.6,2.9,3.1
2024-01-02,2023-24,Getafe,Vallecano,1.6,1.6,-0.19999999999999996,0.6,-3.0,6.0,0.33333333333333326,0.0,0.40000000000000013,-1.0,1.8,1.2,0.6,0.4,8.0,0.2,1.4,0.0,0.2,11.0,19,A,2.38,3.0,3.3
2024-01-29,2023-24,Getafe,Granada,0.7999999999999999,1.4,0.40000000000000013,0.2,-9.0,15.0,0.7761904761904762,1.0,0.6000000000000001,-1.2000000000000002,1.8,1.6,0.4,0.4,10.0,0.4,1.2,0.2,0.2,19.0,21,H,1.8,3.4,4.75
2024-02-01,2023-24,Getafe,Real Madrid,-1.6,-0.20000000000000018,0.8,-0.6,8.0,-25.0,-1.1904761904761907,-2.0,1.2,0.6000000000000001,2.0,1.6,0.4,0.4,10.0,2.2,0.8,1.0,0.4,2.0,22,A,6.0,4.2,1.55
2024-02-11,2023-24,Getafe,Celta,-0.5999999999999999,-0.19999999999999996,0.8,-0.2,-6.0,10.0,0.4347826086956522,0.0,0.19999999999999996,-0.40000000000000013,1.0,1.6,0.2,0.2,10.0,1.2,0.8,0.4,0.2,16.0,24,H,2.2,3.1,3.6
2024-03-02,2023-24,Getafe,Las Palmas,0.0,0.0,0.19999999999999996,0.0,1.0,-2.0,-0.07692307692307687,1.0,-0.8,-1.0,1.0,2.0,0.2,0.0,10.0,1.0,1.8,0.2,0.2,9.0,27,D,2.0,3.1,4.33
2024-03-16,2023-24,Getafe,Girona,-0.19999999999999996,0.0,0.6000000000000001,-0.2,10.0,-27.0,-0.9642857142857144,0.0,-0.20000000000000018,-0.8000000000000003,1.4,2.2,0.2,0.0,12.0,1.4,1.6,0.4,0.4,2.0,29,H,3.1,3.5,2.25
2024-03-30,2023-24,Getafe,Sevilla,0.0,-0.19999999999999996,0.40000000000000013,0.0,-6.0,10.0,0.34482758620689646,1.0,-0.3999999999999999,-0.6000000000000001,1.0,1.8,0.2,0.2,10.0,1.2,1.4,0.2,0.2,16.0,30,A,2.55,3.1,3.0
2024-04-21,2023-24,Getafe,Sociedad,-1.0,-1.2,-0.3999999999999999,-0.39999999999999997,4.0,-11.0,-0.35483870967741926,1.0,-0.5999999999999999,1.0,0.8,1.0,0.2,0.4,10.0,2.0,1.4,0.6,0.4,6.0,32,D,3.8,3.1,2.15
2024-05-03,2023-24,Getafe,Ath Bilbao,0.6000000000000001,0.0,-0.7999999999999999,0.2,5.0,-15.0,-0.4545454545454546,0.0,-0.3999999999999999,0.4,1.0,0.6,0.4,0.4,10.0,1.0,1.4,0.2,0.2,5.0,34,A,4.0,3.2,2.05
2024-05-15,2023-24,Getafe,Ath Madrid,-1.4,-0.8,0.19999999999999996,-0.6000000000000001,6.0,-27.0,-0.7714285714285714,0.0,0.0,0.6000000000000001,0.8,1.0,0.2,0.2,10.0,1.6,0.8,0.8,0.4,4.0,36,A,4.75,3.4,1.83
2024-05-26,2023-24,Getafe,Mallorca,-0.6,-0.4,0.6000000000000001,0.0,-5.0,6.0,0.16216216216216206,1.0,-0.4,-0.6000000000000001,0.6,1.6,0.2,0.0,12.0,1.0,1.0,0.2,0.2,17.0,38,A,2.3,3.25,3.2
2024-08-24,2024-25,Getafe,Vallecano,-1.2,-0.4,0.40000000000000013,-0.4,6.0,-2.0,-2.0,3.0,-0.7999999999999999,-0.8,0.4,1.6,0.0,0.0,10.0,0.8,1.2,0.4,0.2,4.0,2,D,2.45,3.0,3.2
2024-09-01,2024-25,Getafe,Sociedad,-0.7999999999999999,-0.6,0.19999999999999996,-0.4,2.0,-1.0,0.0,4.0,-0.7999999999999999,-0.3999999999999999,0.4,1.4,0.0,0.2,17.0,1.0,1.2,0.4,0.4,15.0,3,D,3.5,2.9,2.38
2024-09-22,2024-25,Getafe,Leganes,-0.20000000000000007,0.0,-0.3999999999999999,-0.2,4.0,-2.0,-0.2333333333333334,1.0,-0.7999999999999999,-0.4,0.4,0.8,0.0,0.4,19.0,0.4,1.2,0.2,0.2,15.0,6,D,2.05,2.8,4.75
2024-09-28,2024-25,Getafe,Alaves,-1.4,-1.6,-0.6000000000000001,-0.6,11.0,-6.0,-0.8571428571428572,-1.0,-1.2000000000000002,1.0,0.4,1.0,0.0,0.2,19.0,2.0,1.6,0.6,0.2,8.0,8,H,2.55,2.88,3.1
2024-10-05,2024-25,Getafe,Osasuna,-1.2,-1.2,-0.6000000000000001,-0.39999999999999997,9.0,-7.0,-0.875,0.0,-0.8,1.0,0.8,1.0,0.2,0.2,16.0,2.0,1.6,0.6,0.2,7.0,9,D,2.2,2.9,3.9
2024-10-27,2024-25,Getafe,Valencia,0.19999999999999996,0.19999999999999996,-0.3999999999999999,0.0,-4.0,3.0,0.30000000000000004,1.0,-0.19999999999999996,0.0,1.0,0.8,0.2,0.2,16.0,0.8,1.2,0.2,0.6,20.0,11,D,2.1,3.1,3.8
2024-11-10,2024-25,Getafe,Girona,-0.19999999999999996,-0.3999999999999999,-0.5999999999999999,-0.2,5.0,-5.0,-0.41666666666666663,-2.0,-0.3999999999999999,0.5999999999999999,1.0,0.8,0.2,0.2,17.0,1.4,1.4,0.4,0.0,12.0,13,A,2.45,3.2,3.0
2024-11-22,2024-25,Getafe,Valladolid,-0.20000000000000007,-0.6,-0.6000000000000001,-0.2,-2.0,1.0,0.07692307692307698,0.0,-1.0,0.19999999999999996,0.6,1.0,0.0,0.0,17.0,1.2,1.6,0.2,0.0,19.0,14,H,1.65,3.4,6.5
2024-12-09,2024-25,Getafe,Espanol,0.20000000000000007,-0.6,-1.7999999999999998,0.0,-1.0,0.0,-0.06190476190476191,-1.0,-2.1999999999999997,0.19999999999999996,0.6,1.0,0.2,0.2,17.0,1.2,2.8,0.2,0.0,18.0,16,H,1.8,3.1,5.75
2024-12-21,2024-25,Getafe,Mallorca,-0.6000000000000001,-1.0,-1.4000000000000001,-0.19999999999999996,10.0,-11.0,-0.5588235294117647,-1.0,-1.6,0.8,0.6,0.8,0.4,0.4,16.0,1.6,2.2,0.6,0.0,6.0,18,A,2.3,2.75,3.9
2025-01-18,2024-25,Getafe,Barcelona,0.3999999999999999,-1.2000000000000002,-0.6000000000000001,0.2,12.0,-19.0,-1.0,-15.0,-1.0,0.8,0.6,1.0,0.4,0.2,15.0,1.8,1.6,0.2,0.0,3.0,20,D,6.5,4.2,1.5
2025-02-01,2024-25,Getafe,Sevilla,-0.20000000000000018,-0.19999999999999996,-0.5999999999999999,0.0,2.0,-4.0,-0.19047619047619047,-1.0,-0.19999999999999996,0.5999999999999999,1.2,0.8,0.4,0.2,14.0,1.4,1.4,0.4,0.2,12.0,22,D,2.45,2.9,3.25
2025-02-23,2024-25,Getafe,Betis,0.8000000000000003,-0.40000000000000013,-1.2000000000000002,0.19999999999999996,6.0,-2.0,-0.08333333333333326,2.0,-0.20000000000000018,1.4,1.4,0.4,0.6,0.6,14.0,1.8,1.6,0.4,0.4,8.0,25,A,2.6,3.1,2.9
2025-03-09,2024-25,Getafe,Ath Madrid,-0.8000000000000003,-0.8,0.4,-0.19999999999999996,12.0,-26.0,-1.0,-1.0,0.4,0.8,0.8,0.8,0.4,0.4,14.0,1.6,0.4,0.6,0.6,2.0,27,H,4.5,3.1,1.95
2025-03-30,2024-25,Getafe,Villarreal,0.40000000000000013,0.3999999999999999,0.19999999999999996,0.19999999999999996,6.0,-8.0,-0.34391534391534373,-1.0,0.3999999999999999,-0.19999999999999996,1.4,1.2,0.6,0.0,11.0,1.0,1.0,0.4,0.2,5.0,29,A,3.25,3.1,2.35
2025-04-12,2024-25,Getafe,Las Palmas,1.2000000000000002,0.8,-0.6000000000000001,0.6,-8.0,13.0,0.43333333333333335,0.0,0.19999999999999996,0.0,1.8,1.0,0.6,0.2,11.0,1.0,1.6,0.0,0.0,19.0,31,A,1.75,3.3,5.5
2025-04-23,2024-25,Getafe,Real Madrid,-1.2,0.0,0.3999999999999999,-0.4,10.0,-30.0,-0.9375,2.0,0.6000000000000001,0.20000000000000018,1.6,1.4,0.4,0.2,12.0,1.6,1.0,0.8,0.4,2.0,33,A,4.75,3.6,1.75
2025-05-15,2024-25,Getafe,Ath Bilbao,-2.0,-0.8,1.4,-0.6,11.0,-25.0,-0.7142857142857142,1.0,-0.2,-0.8,0.2,1.8,0.0,0.0,15.0,1.0,0.4,0.6,0.6,4.0,36,A,3.2,2.75,2.63
2025-05-24,2024-25,Getafe,Celta,-1.2000000000000002,-1.6,0.20000000000000018,-0.39999999999999997,6.0,-10.0,-0.2702702702702704,0.0,-0.9999999999999999,0.3999999999999999,0.4,1.6,0.2,0.0,13.0,2.0,1.4,0.6,0.4,7.0,38,A,4.1,3.75,1.85
2022-08-22,2022-23,Girona,Getafe,-0.6,-0.4,-0.3999999999999999,0.0,-3.0,0.0,0.0,1.0,-1.4,-0.6,0.0,1.0,0.0,0.0,17.0,0.4,1.4,0.0,0.4,20.0,2,H,2.8,2.9,2.9
2022-08-26,2022-23,Girona,Celta,0.7,0.5,-1.2000000000000002,0.3,-8.0,2.0,1.0,-2.0,-0.7000000000000002,0.0,1.5,1.0,0.5,0.0,8.0,1.0,2.2,0.2,0.2,16.0,3,A,2.8,3.1,2.75
2022-09-09,2022-23,Girona,Valladolid,0.19999999999999996,0.4,-1.0,0.04999999999999999,-4.0,0.0,0.0,2.0,-1.0,-0.4,1.0,1.0,0.25,0.0,12.0,0.6,2.0,0.2,0.2,16.0,5,H,2.25,3.25,3.4
2022-10-02,2022-23,Girona,Sociedad,0.0,0.19999999999999996,-0.40000000000000013,0.0,3.0,-3.0,-0.5,0.0,-0.20000000000000018,0.0,1.4,1.2,0.4,0.0,11.0,1.2,1.6,0.4,0.2,8.0,7,A,3.25,3.2,2.3
2022-10-15,2022-23,Girona,Cadiz,-0.19999999999999996,1.0,0.40000000000000013,0.0,-4.0,2.0,0.25,1.0,-0.19999999999999996,-1.6,1.6,2.2,0.2,0.0,15.0,0.6,1.8,0.2,0.4,19.0,9,D,1.9,3.3,4.5
2022-10-23,2022-23,Girona,Osasuna,-0.6000000000000001,1.0,1.2000000000000002,-0.2,11.0,-8.0,-0.8,0.0,0.20000000000000018,-2.0,1.6,2.6,0.0,0.0,18.0,0.6,1.4,0.2,0.2,7.0,11,D,2.55,3.2,2.9
2022-11-04,2022-23,Girona,Ath Bilbao,-0.4,0.3999999999999999,0.0,-0.2,11.0,-11.0,-0.9166666666666666,0.0,-0.40000000000000013,-0.8,1.2,1.6,0.0,0.0,17.0,0.8,1.6,0.2,0.2,6.0,13,H,3.75,3.5,2.0
2022-12-29,2022-23,Girona,Vallecano,-0.6000000000000001,-0.3999999999999999,0.5999999999999999,-0.19999999999999996,5.0,-6.0,-0.4285714285714286,0.0,0.8,0.6000000000000001,1.6,1.4,0.4,0.0,13.0,2.0,0.8,0.6,0.4,8.0,15,D,2.3,3.2,3.3
2023-01-14,2022-23,Girona,Sevilla,0.8,0.8,0.19999999999999996,0.2,-5.0,3.0,0.1875,1.0,0.6000000000000001,-0.3999999999999999,1.8,1.4,0.4,0.0,12.0,1.0,1.2,0.2,0.0,17.0,17,H,2.38,3.4,3.0
2023-01-28,2022-23,Girona,Barcelona,-1.0,0.20000000000000018,0.9999999999999999,-0.4,11.0,-23.0,-1.4215686274509804,0.0,1.2000000000000002,0.0,1.6,1.4,0.4,0.0,12.0,1.4,0.4,0.8,0.6,1.0,19,A,5.0,4.33,1.57
2023-02-05,2022-23,Girona,Valencia,0.8,0.6,-0.20000000000000018,0.2,-3.0,1.0,0.052631578947368585,5.0,-0.40000000000000013,-0.7999999999999999,1.2,1.4,0.2,0.0,13.0,0.6,1.6,0.0,0.0,16.0,20,H,2.2,3.2,3.5
2023-02-17,2022-23,Girona,Almeria,0.19999999999999996,-1.0,-0.8,0.2,-4.0,2.0,0.09523809523809512,1.0,-1.2000000000000002,0.6000000000000001,0.6,1.0,0.4,0.2,11.0,1.6,1.8,0.2,0.0,15.0,22,H,1.8,3.75,4.33
2023-03-13,2022-23,Girona,Ath Madrid,-0.40000000000000013,0.3999999999999999,1.2000000000000002,0.0,9.0,-15.0,-0.625,0.0,1.7999999999999998,0.19999999999999996,2.4,1.8,0.6,0.2,12.0,2.0,0.6,0.6,0.4,3.0,25,A,3.75,3.4,2.05
2023-04-01,2022-23,Girona,Espanol,0.19999999999999996,1.4000000000000001,0.19999999999999996,0.0,-5.0,4.0,0.15384615384615374,0.0,0.8,-0.8,2.6,2.0,0.4,0.0,12.0,1.2,1.8,0.4,0.2,17.0,27,H,1.91,3.3,4.33
2023-04-16,2022-23,Girona,Elche,0.19999999999999996,0.6,-0.40000000000000013,0.0,-9.0,22.0,0.7857142857142857,-2.0,-0.6000000000000001,-0.7999999999999999,1.2,1.4,0.2,0.2,11.0,0.6,1.8,0.2,0.2,20.0,29,H,1.53,4.33,6.0
2023-04-25,2022-23,Girona,Real Madrid,-0.19999999999999996,-1.4000000000000001,-0.19999999999999996,-0.19999999999999996,9.0,-27.0,-0.8999999999999999,0.0,0.19999999999999996,1.8,1.2,0.8,0.4,0.4,11.0,2.6,1.0,0.6,0.6,2.0,31,H,5.25,4.33,1.57
2023-05-04,2022-23,Girona,Mallorca,0.3999999999999999,-0.19999999999999996,-1.0,0.19999999999999996,-3.0,3.0,0.09375,0.0,0.0,1.2000000000000002,1.6,0.6,0.6,0.6,8.0,1.8,1.6,0.4,0.2,11.0,33,H,2.1,3.2,3.75
2023-05-20,2022-23,Girona,Villarreal,0.0,-0.7999999999999998,-0.19999999999999996,0.0,2.0,-9.0,-0.2647058823529411,0.0,0.6000000000000001,1.5999999999999999,2.0,1.2,0.6,0.2,7.0,2.8,1.4,0.6,0.0,5.0,35,A,2.8,3.75,2.3
2023-05-28,2022-23,Girona,Betis,0.20000000000000018,0.8,0.0,0.0,3.0,-7.0,-0.19444444444444442,1.0,0.40000000000000013,-0.3999999999999999,1.6,1.2,0.4,0.2,9.0,0.8,1.2,0.4,0.4,6.0,37,A,1.95,3.6,3.6
2023-08-20,2023-24,Girona,Getafe,-1.4,0.19999999999999996,1.2000000000000002,-0.4,-2.0,0.0,0.0,1.0,0.6,-0.8,1.0,1.6,0.0,0.0,11.0,0.8,0.4,0.4,0.6,13.0,2,H,2.05,3.1,4.0
2023-09-03,2023-24,Girona,Las Palmas,0.7333333333333333,1.2666666666666668,0.5333333333333333,0.4,-14.0,5.0,1.666666666666667,-1.0,0.9333333333333335,-0.8666666666666667,1.6,1.2,0.4,0.2,3.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,17.0,4,H,1.67,3.8,5.25
2023-09-23,2023-24,Girona,Mallorca,1.6,1.4000000000000001,-0.19999999999999996,0.6000000000000001,-11.0,8.0,1.6,-2.0,1.2000000000000002,0.0,2.2,0.8,0.8,0.4,4.0,0.8,1.0,0.2,0.4,15.0,6,H,1.85,3.5,4.2
2023-09-30,2023-24,Girona,Real Madrid,0.6000000000000001,1.1999999999999997,0.3999999999999999,0.19999999999999996,-1.0,1.0,0.1428571428571428,0.0,1.7999999999999998,0.20000000000000018,2.8,1.4,1.0,0.2,2.0,1.6,1.0,0.8,0.4,3.0,8,A,3.5,4.0,1.95
2023-10-22,2023-24,Girona,Almeria,2.0,1.0,-1.2,0.8,-17.0,19.0,2.111111111111111,-1.0,-0.6000000000000001,-0.40000000000000013,2.4,1.8,0.8,0.2,3.0,1.4,3.0,0.0,0.0,20.0,10,H,1.45,4.5,7.0
2023-10-27,2023-24,Girona,Celta,2.0,1.4000000000000001,-0.40000000000000013,0.8,-16.0,19.0,1.9,-1.0,0.3999999999999999,-0.6000000000000001,2.6,1.8,0.8,0.2,2.0,1.2,2.2,0.0,0.0,18.0,11,H,1.7,4.2,4.5
2023-11-27,2023-24,Girona,Ath Bilbao,1.0,0.20000000000000018,-0.6000000000000001,0.4,-4.0,10.0,0.7692307692307692,-1.0,1.0,1.4,2.6,1.0,1.0,0.4,2.0,2.4,1.6,0.6,0.2,6.0,14,D,2.25,3.5,3.1
2023-12-02,2023-24,Girona,Valencia,1.0,1.4000000000000001,-0.19999999999999996,0.4,-7.0,16.0,1.1428571428571428,-2.0,1.2000000000000002,0.0,2.6,1.2,0.8,0.2,2.0,1.2,1.4,0.4,0.6,9.0,15,H,1.7,4.0,4.75
2023-12-18,2023-24,Girona,Alaves,1.2000000000000002,1.6,0.5999999999999999,0.4,-11.0,25.0,1.5625,-1.0,1.8,-0.3999999999999999,2.6,1.4,0.8,0.0,2.0,1.0,0.8,0.4,0.4,13.0,17,H,1.53,4.0,6.5
2024-01-03,2023-24,Girona,Ath Madrid,0.8000000000000003,1.0000000000000002,-0.3999999999999999,0.19999999999999996,-1.0,7.0,0.38888888888888884,2.0,0.8000000000000003,0.19999999999999996,2.2,1.0,0.6,0.2,2.0,1.2,1.4,0.4,0.2,3.0,19,H,2.55,3.6,2.63
2024-01-21,2023-24,Girona,Sevilla,1.6,1.4,-0.6000000000000001,0.39999999999999997,-16.0,33.0,1.6500000000000001,-2.0,0.5999999999999999,-0.19999999999999996,2.4,1.2,0.6,0.4,1.0,1.0,1.8,0.2,0.2,17.0,21,H,1.73,4.0,4.5
2024-02-03,2023-24,Girona,Sociedad,1.0000000000000002,1.6,0.4,0.39999999999999997,-4.0,19.0,0.8636363636363635,-1.0,1.6,-0.4,2.2,1.0,0.6,0.4,2.0,0.6,0.6,0.2,0.6,6.0,23,D,2.1,3.4,3.5
2024-02-26,2023-24,Girona,Vallecano,0.9999999999999999,0.8,0.20000000000000018,0.4,-11.0,31.0,1.2400000000000002,-1.0,0.20000000000000018,-0.8,1.6,1.6,0.4,0.4,3.0,0.8,1.4,0.0,0.2,14.0,26,H,1.65,4.2,4.75
2024-03-09,2023-24,Girona,Osasuna,-1.2,0.0,0.8,-0.39999999999999997,-7.0,23.0,0.8518518518518519,1.0,0.19999999999999996,-0.6000000000000001,1.0,1.6,0.2,0.4,3.0,1.0,0.8,0.6,0.6,10.0,28,H,1.62,4.2,5.25
2024-03-31,2023-24,Girona,Betis,0.3999999999999999,0.19999999999999996,-0.6000000000000001,0.2,-4.0,20.0,0.6896551724137929,1.0,-0.20000000000000018,0.19999999999999996,1.4,1.0,0.4,0.4,3.0,1.2,1.6,0.2,0.2,7.0,30,H,1.75,3.8,4.75
2024-04-20,2023-24,Girona,Cadiz,-0.19999999999999996,0.3999999999999999,0.5999999999999999,0.0,-15.0,40.0,1.2903225806451613,0.0,0.3999999999999999,-0.5999999999999999,1.2,1.4,0.4,0.2,3.0,0.8,0.8,0.4,0.4,18.0,32,H,1.4,4.75,8.0
2024-05-04,2023-24,Girona,Barcelona,-0.5999999999999999,-0.20000000000000018,0.3999999999999999,-0.20000000000000007,1.0,-2.0,-0.06060606060606055,2.0,1.0,0.8000000000000003,2.0,1.4,0.6,0.2,3.0,2.2,1.0,0.8,0.6,2.0,34,H,2.7,3.75,2.4
2024-05-14,2023-24,Girona,Villarreal,0.0,0.3999999999999999,0.20000000000000018,0.0,-5.0,27.0,0.7714285714285714,1.0,1.2000000000000002,0.6000000000000001,2.6,1.6,0.6,0.2,3.0,2.2,1.4,0.6,0.2,8.0,36,A,1.7,4.5,4.2
2024-05-24,2023-24,Girona,Granada,1.4,1.2000000000000002,-1.0000000000000002,0.39999999999999997,-16.0,57.0,1.5405405405405403,0.0,0.0,-0.19999999999999996,2.2,1.2,0.6,0.2,3.0,1.0,2.2,0.2,0.2,19.0,38,H,1.22,6.5,12.0
2024-08-29,2024-25,Girona,Osasuna,-0.40000000000000013,0.6000000000000001,0.3999999999999999,0.0,12.0,-3.0,-1.5,-1.0,1.4000000000000001,0.40000000000000013,2.2,1.2,0.4,0.2,19.0,1.6,0.8,0.4,0.2,7.0,3,H,1.7,4.0,4.33
2024-09-15,2024-25,Girona,Barcelona,-1.0,-0.20000000000000018,0.0,-0.4,4.0,-5.0,-1.25,-1.0,1.9999999999999998,2.2,2.8,0.8,0.6,0.6,5.0,3.0,0.8,1.0,0.2,1.0,5,A,4.2,3.8,1.8
2024-09-25,2024-25,Girona,Vallecano,0.19999999999999996,0.19999999999999996,0.6000000000000001,0.2,3.0,-1.0,-0.16666666666666652,1.0,0.19999999999999996,-0.6000000000000001,1.4,1.8,0.4,0.4,13.0,1.2,1.2,0.2,0.2,10.0,7,D,1.73,3.7,4.5
2024-10-06,2024-25,Girona,Ath Bilbao,-1.0,-1.0,0.3999999999999999,-0.39999999999999997,7.0,-5.0,-0.625,0.0,-0.19999999999999996,0.40000000000000013,0.8,1.4,0.2,0.4,13.0,1.8,1.0,0.6,0.2,6.0,9,H,2.35,3.3,3.1
2024-10-19,2024-25,Girona,Sociedad,0.0,0.0,0.8,0.0,-4.0,3.0,0.33333333333333326,0.0,0.0,-0.8,0.8,1.6,0.2,0.2,11.0,0.8,0.8,0.2,0.4,15.0,10,A,2.4,3.4,2.88
2024-11-02,2024-25,Girona,Leganes,-0.19999999999999996,-0.6,-0.19999999999999996,0.0,-1.0,1.0,0.09090909090909083,1.0,-0.4,0.3999999999999999,0.6,0.8,0.2,0.2,14.0,1.2,1.0,0.2,0.4,15.0,12,H,1.7,3.5,5.5
2024-11-23,2024-25,Girona,Espanol,1.2000000000000002,0.5999999999999999,-1.0000000000000002,0.39999999999999997,-8.0,8.0,0.5512820512820512,-7.0,-0.8000000000000003,-0.3999999999999999,1.4,1.2,0.6,0.2,10.0,0.8,2.2,0.2,0.0,18.0,14,H,1.67,3.9,5.25
2024-12-07,2024-25,Girona,Real Madrid,0.19999999999999996,0.20000000000000018,0.19999999999999996,0.0,6.0,-11.0,-0.7333333333333336,3.0,1.0000000000000002,0.6000000000000001,2.2,1.4,0.6,0.2,8.0,2.0,1.2,0.6,0.6,2.0,16,A,4.5,3.9,1.73
2024-12-20,2024-25,Girona,Valladolid,0.5999999999999999,1.0,-0.3999999999999999,0.2,-9.0,10.0,0.5882352941176471,-1.0,-0.3999999999999999,-1.0,1.6,1.6,0.4,0.2,10.0,0.6,2.0,0.2,0.2,19.0,18,H,1.38,5.0,8.0
2025-01-18,2024-25,Girona,Sevilla,0.3999999999999999,-0.20000000000000018,-0.6000000000000001,0.2,-5.0,5.0,0.26315789473684204,0.0,-0.6000000000000001,0.20000000000000018,1.4,1.4,0.4,0.4,8.0,1.6,2.0,0.2,0.2,13.0,20,A,1.91,3.5,4.0
2025-02-03,2024-25,Girona,Las Palmas,0.19999999999999996,0.5999999999999999,-0.19999999999999996,0.2,-5.0,5.0,0.23809523809523792,-2.0,0.0,-0.3999999999999999,1.4,1.2,0.4,0.4,10.0,0.8,1.4,0.2,0.4,15.0,22,H,1.6,4.2,5.0
2025-02-14,2024-25,Girona,Getafe,-1.0000000000000002,-0.3999999999999999,1.2000000000000002,-0.19999999999999996,-6.0,4.0,0.17391304347826075,1.0,0.6,-0.20000000000000018,1.0,1.6,0.4,0.2,8.0,1.4,0.4,0.6,0.6,14.0,24,A,1.95,3.25,4.33
2025-03-01,2024-25,Girona,Celta,-1.0,-0.5999999999999999,0.8,-0.2,3.0,-1.0,-0.040000000000000036,-2.0,-0.3999999999999999,-0.6000000000000001,0.8,2.0,0.2,0.0,13.0,1.4,1.2,0.4,0.2,10.0,26,D,2.2,3.5,3.25
2025-03-15,2024-25,Girona,Valencia,-1.2000000000000002,-0.8,0.3999999999999999,-0.4,-4.0,6.0,0.22222222222222232,-2.0,-0.8,-0.3999999999999999,0.8,2.0,0.0,0.0,13.0,1.6,1.6,0.4,0.2,17.0,28,D,1.92,3.5,3.9
2025-04-05,2024-25,Girona,Alaves,-0.4,0.19999999999999996,0.8,-0.2,-4.0,7.0,0.2413793103448275,-1.0,-0.19999999999999996,-1.2,1.0,2.0,0.0,0.0,13.0,0.8,1.2,0.2,0.2,17.0,30,A,2.05,3.4,3.6
